nome,data_nascimento,altura,posicao,id_time
Eduardo Felipe,1980-01-28,1.67,goleiro,20
Rafael Samuel,2007-03-20,1.85,volante,1
João Paulo,1989-01-18,1.8,zagueiro,19
Nathan Bruno,1954-12-19,1.58,volante,6
Marcelo Diego,1981-11-18,1.72,zagueiro,6
João Nathan,2010-03-27,1.96,lateral-esquerdo,10
Lucas Carlos,2001-09-19,1.7,lateral-esquerdo,15
Bruno André,1970-11-27,1.69,lateral-direito,17
Victor Nathan,1975-12-16,2.04,goleiro,12
Otávio Paulo,2016-04-18,1.65,zagueiro,17
Samuel Carlos,2016-08-22,1.61,atacante,17
Eduardo Felipe,2016-09-23,1.72,goleiro,4
Diego Henrique,1984-10-07,1.67,zagueiro,11
Felipe Victor,1957-11-26,1.88,lateral-esquerdo,3
Marcelo Carlos,1981-02-22,2.01,zagueiro,10
Bruno Felipe,2017-06-22,2.07,meio-campista,11
Willian Paulo,1987-12-19,1.73,meio-campista,12
Paulo Thiago,1960-12-24,2.0,lateral-esquerdo,3
Henrique Gustavo,1994-03-19,1.61,zagueiro,11
Eduardo Igor,2008-03-23,1.7,lateral-esquerdo,4
Felipe Igor,2008-03-05,2.0,zagueiro,15
Bruno Marcelo,2016-11-27,2.04,meio-campista,5
Lucas Henrique,2009-09-25,1.57,volante,7
André Willian,1967-05-13,1.88,lateral-esquerdo,6
Otávio Otávio,1984-10-25,1.95,meio-campista,16
Bruno André,2017-09-01,1.66,volante,14
Felipe André,1998-07-01,1.92,meio-campista,12
Bruno Thiago,1983-04-16,1.58,zagueiro,2
Lucas Felipe,1974-11-12,2.02,lateral-direito,10
Marcelo Igor,1983-11-28,1.89,atacante,16
João Marcelo,1999-06-28,1.88,volante,9
Gustavo Paulo,1993-08-14,1.74,volante,10
Willian Henrique,1979-10-23,2.0,atacante,10
Diego Henrique,2006-10-01,2.02,lateral-direito,3
Rafael Felipe,1950-01-28,1.87,meio-campista,9
Victor Victor,1967-06-03,1.93,lateral-direito,1
Carlos Rafael,1951-09-02,1.87,lateral-direito,5
Thiago Marcelo,2006-10-17,1.89,lateral-direito,20
Willian Carlos,1956-09-12,1.84,goleiro,4
Marcelo Eduardo,1965-01-16,1.7,goleiro,3
Igor Paulo,1988-09-24,1.88,lateral-direito,1
Carlos Carlos,1958-03-05,1.51,volante,2
Marcelo Victor,1965-12-03,2.03,lateral-esquerdo,2
Paulo Diego,1990-07-27,2.09,lateral-esquerdo,15
João Henrique,1979-08-25,1.72,lateral-direito,10
Samuel Carlos,2010-01-08,1.65,lateral-esquerdo,9
Lucas Lucas,1964-10-16,2.06,atacante,13
João Bruno,2001-09-05,1.67,lateral-direito,17
Thiago Marcelo,2004-12-21,1.88,atacante,20
Eduardo Marcelo,1979-12-19,1.76,lateral-direito,15
Otávio Willian,1966-09-18,1.91,zagueiro,4
Willian Felipe,1982-03-10,1.64,lateral-direito,16
Henrique Diego,1974-11-11,1.57,lateral-esquerdo,15
Felipe Marcelo,2000-05-02,1.74,volante,9
Marcelo Felipe,2012-01-28,1.61,lateral-esquerdo,8
Henrique Bruno,1971-07-23,2.05,lateral-esquerdo,8
Lucas Otávio,1957-07-20,1.98,meio-campista,14
Marcelo Carlos,1981-02-09,1.89,lateral-direito,13
Gustavo Rafael,1992-05-25,1.62,meio-campista,6
Diego João,2010-05-16,1.51,goleiro,16
Samuel Willian,2013-01-19,1.73,atacante,7
Victor André,1989-04-13,2.08,zagueiro,16
Otávio Lucas,1951-09-04,1.57,goleiro,11
Otávio Henrique,1979-06-23,1.99,zagueiro,6
Diego Nathan,2004-10-01,1.66,volante,1
Bruno André,1967-06-13,2.0,zagueiro,18
Paulo Nathan,1968-01-17,1.81,zagueiro,9
Otávio Eduardo,2020-03-13,1.89,atacante,9
André Otávio,2001-10-15,2.08,lateral-esquerdo,4
Felipe João,2016-05-19,1.64,meio-campista,14
Willian Samuel,1963-04-11,1.93,meio-campista,4
Marcelo Diego,1998-02-04,1.97,meio-campista,8
João Igor,1967-07-24,1.87,lateral-esquerdo,15
Igor João,2006-11-10,2.05,atacante,14
Lucas Eduardo,1982-01-17,1.52,volante,3
André Lucas,2016-09-10,1.93,volante,6
Victor Marcelo,1993-11-10,1.61,lateral-direito,18
Victor Henrique,1987-03-09,1.77,goleiro,18
André Gustavo,1969-06-07,1.97,lateral-esquerdo,5
Diego Paulo,1969-02-15,1.8,goleiro,3
Samuel Lucas,1971-01-25,1.61,meio-campista,18
Henrique Igor,2001-09-17,1.81,meio-campista,17
Samuel Bruno,1986-05-02,2.04,lateral-esquerdo,20
Carlos Carlos,2003-02-26,1.91,zagueiro,12
Gustavo Marcelo,1997-01-12,1.62,lateral-esquerdo,14
Gustavo Nathan,2003-10-08,1.86,zagueiro,17
Otávio Paulo,2016-06-17,1.69,meio-campista,7
Victor Rafael,1994-12-25,2.04,volante,2
André Henrique,1969-11-10,1.5,lateral-direito,4
Lucas Lucas,2001-07-11,1.82,lateral-esquerdo,15
Nathan Otávio,1993-09-25,1.71,zagueiro,7
Marcelo Bruno,2011-11-17,1.66,meio-campista,10
Eduardo Igor,2010-06-22,2.07,lateral-esquerdo,17
Willian Gustavo,1995-06-02,1.8,lateral-direito,14
Lucas Victor,2006-10-09,2.01,zagueiro,5
Bruno Samuel,1971-07-26,1.97,zagueiro,16
Henrique Gustavo,1997-11-25,1.98,zagueiro,15
Eduardo Samuel,1995-08-23,1.64,atacante,5
Nathan Eduardo,1999-09-12,1.76,lateral-esquerdo,13
Victor Felipe,1950-06-02,2.0,zagueiro,11
Carlos João,1964-04-26,2.09,goleiro,20
Lucas Eduardo,1998-07-17,1.72,lateral-esquerdo,17
Victor Bruno,1996-11-24,1.67,atacante,18
Gustavo Eduardo,1983-04-05,1.92,goleiro,13
Eduardo Thiago,1984-05-23,1.89,lateral-esquerdo,8
Gustavo Rafael,1987-03-27,2.08,meio-campista,1
Rafael Willian,1953-03-04,1.5,atacante,17
Felipe Carlos,1994-04-22,2.06,atacante,8
Rafael Eduardo,1985-08-16,1.89,zagueiro,4
Paulo Felipe,1968-05-12,1.71,zagueiro,15
Carlos João,1985-08-13,1.94,meio-campista,14
André Henrique,1993-07-03,1.63,lateral-direito,4
Thiago Lucas,1972-06-09,1.53,volante,11
Igor Willian,2007-12-27,2.09,lateral-direito,2
Rafael Victor,1999-09-21,1.82,lateral-esquerdo,14
Gustavo João,1968-07-03,1.95,goleiro,8
Nathan Paulo,2020-09-09,1.92,zagueiro,18
João Samuel,2020-10-07,1.61,meio-campista,7
Diego Eduardo,1975-06-11,1.77,lateral-direito,17
Paulo Felipe,1979-05-02,2.09,atacante,6
Felipe Gustavo,1975-11-23,1.51,lateral-direito,14
Diego Eduardo,1975-10-04,1.67,atacante,12
Thiago Thiago,2009-10-04,2.05,volante,20
Nathan André,1974-07-09,1.64,volante,13
Rafael Paulo,1957-08-11,1.91,volante,19
André Gustavo,1980-11-13,1.79,meio-campista,14
Lucas Carlos,2015-09-10,1.88,zagueiro,12
Felipe Thiago,2010-10-19,1.95,volante,3
Rafael Thiago,1979-03-22,1.76,zagueiro,17
Diego Lucas,1967-09-24,1.95,meio-campista,13
Marcelo Felipe,1956-02-17,2.01,lateral-direito,12
Eduardo Thiago,1957-03-05,1.8,meio-campista,20
Willian Igor,1997-12-18,1.94,volante,17
Igor Samuel,1957-01-27,1.78,zagueiro,1
Victor Gustavo,1960-04-23,1.68,atacante,2
Felipe André,1958-02-18,1.5,volante,4
Lucas Felipe,1963-11-03,1.99,goleiro,14
Lucas Carlos,1954-01-20,1.52,atacante,7
Gustavo Gustavo,1975-01-25,1.92,meio-campista,12
Samuel Samuel,2014-08-28,2.07,atacante,7
Thiago Eduardo,1985-12-20,1.96,meio-campista,13
Nathan Thiago,1963-03-01,2.07,lateral-direito,20
Willian Felipe,1970-02-11,1.74,volante,12
Bruno Diego,1951-11-21,2.05,volante,20
Carlos João,2015-10-28,1.73,lateral-direito,15
Diego Thiago,1967-09-19,2.0,goleiro,3
Victor Willian,1975-09-27,1.9,lateral-esquerdo,6
Otávio João,1954-08-01,1.66,zagueiro,14
Felipe Igor,1982-04-20,1.89,goleiro,15
Carlos Willian,1980-02-28,1.82,lateral-esquerdo,13
Victor Igor,2018-08-22,2.04,atacante,17
Lucas Victor,2005-01-17,1.54,lateral-direito,5
Bruno Victor,1996-04-06,1.9,lateral-esquerdo,7
Paulo Victor,1957-03-21,1.91,zagueiro,4
Willian Otávio,1965-11-27,1.7,atacante,3
João Henrique,1995-08-19,1.6,meio-campista,17
Rafael Marcelo,1986-11-22,1.94,atacante,7
André André,1976-10-14,1.97,zagueiro,12
Victor Otávio,2020-06-26,1.88,lateral-direito,8
Victor Otávio,1952-09-16,2.0,lateral-direito,20
Rafael Paulo,1983-01-25,1.76,goleiro,9
Carlos Igor,1999-01-22,1.51,zagueiro,9
Willian João,2019-04-06,1.83,meio-campista,16
Felipe Paulo,1959-04-24,1.9,meio-campista,1
Thiago Igor,1984-05-22,2.07,lateral-direito,2
Felipe Felipe,1982-01-07,1.66,meio-campista,19
Paulo Eduardo,1967-03-13,2.04,volante,12
Diego Diego,1989-03-25,1.5,lateral-esquerdo,2
Lucas Diego,1968-10-24,1.95,meio-campista,15
Otávio Thiago,2009-01-20,1.59,zagueiro,4
Rafael Rafael,2015-01-04,2.0,volante,11
Gustavo Bruno,1975-03-08,2.0,lateral-direito,16
Rafael Lucas,1953-06-06,1.53,goleiro,2
André Eduardo,1969-03-27,1.99,lateral-esquerdo,10
Willian Marcelo,1978-09-12,1.84,goleiro,15
Diego Henrique,1975-11-23,1.75,volante,19
Diego Paulo,1960-02-01,1.62,lateral-direito,19
Willian André,2000-09-20,1.68,volante,19
Henrique Gustavo,1997-01-08,1.92,volante,6
Igor Paulo,2019-07-04,2.06,zagueiro,15
Diego Felipe,2001-10-24,1.57,volante,16
Rafael André,2007-07-23,2.06,meio-campista,13
Gustavo Bruno,1952-02-05,2.0,atacante,19
Thiago João,1981-07-04,1.66,zagueiro,17
Samuel Felipe,1985-11-13,1.96,goleiro,9
Rafael Victor,2020-11-28,2.09,lateral-direito,18
Gustavo Nathan,1993-12-11,1.97,lateral-esquerdo,1
João Samuel,2013-09-14,1.89,volante,15
Otávio Igor,2008-09-10,1.63,lateral-direito,20
Samuel Felipe,1982-08-06,1.84,volante,5
Bruno Thiago,1996-03-05,1.73,atacante,6
Samuel Diego,2002-06-07,1.62,lateral-esquerdo,2
Nathan Samuel,1958-05-28,1.71,zagueiro,4
Eduardo Carlos,1999-04-10,2.06,meio-campista,5
Thiago Igor,1995-10-05,2.09,zagueiro,10
Paulo Eduardo,1970-02-26,2.08,lateral-esquerdo,17
Felipe André,2010-03-13,1.7,meio-campista,6
Willian João,1989-01-04,1.6,atacante,4
Victor Henrique,2006-05-21,1.87,goleiro,15
Gustavo Carlos,2000-07-09,1.67,lateral-esquerdo,11
Gustavo Victor,1984-05-19,1.55,meio-campista,20
Henrique Paulo,1959-11-09,1.77,zagueiro,6
Victor Lucas,1996-01-24,1.75,lateral-esquerdo,14
André Samuel,1971-07-26,1.94,zagueiro,19
Igor Igor,1955-04-03,1.81,atacante,19
Thiago Diego,1952-08-09,1.9,zagueiro,20
Diego André,1967-04-22,2.05,goleiro,12
Eduardo Henrique,1977-07-16,2.08,lateral-esquerdo,2
Nathan Marcelo,1950-04-16,2.02,atacante,7
João André,2011-12-25,1.68,zagueiro,17
Victor Lucas,1977-12-10,1.68,zagueiro,10
João Rafael,1957-08-08,1.68,volante,19
Carlos Diego,1965-12-23,1.85,goleiro,17
Eduardo Willian,1992-10-22,1.69,lateral-direito,19
Paulo Carlos,2003-08-27,1.85,lateral-direito,5
Eduardo Samuel,1974-11-09,1.55,atacante,6
Eduardo Lucas,1968-11-21,2.08,atacante,14
Bruno Diego,1977-05-12,1.81,lateral-direito,6
Lucas Otávio,1979-12-25,1.91,meio-campista,6
Igor Igor,2003-05-27,2.07,zagueiro,1
Henrique Paulo,2020-12-25,1.99,volante,6
Carlos Marcelo,2012-07-26,1.72,goleiro,4
Gustavo João,1974-02-16,1.82,atacante,10
Victor Felipe,2012-06-16,1.95,volante,13
Lucas Lucas,1970-11-09,1.71,zagueiro,18
Nathan Victor,1995-07-21,1.73,lateral-direito,18
Nathan Victor,1950-11-15,1.55,atacante,3
Igor Igor,1991-10-10,1.65,zagueiro,17
Igor Felipe,1969-01-24,1.64,meio-campista,14
Bruno Samuel,1955-03-10,1.78,volante,2
Bruno Henrique,2002-08-26,2.06,meio-campista,17
Nathan Felipe,1972-11-21,1.93,zagueiro,10
Eduardo Carlos,1984-03-01,1.93,lateral-esquerdo,19
Felipe Nathan,2006-11-11,1.95,goleiro,11
Lucas Carlos,1972-02-28,1.6,lateral-esquerdo,8
Eduardo Carlos,1989-07-08,1.65,atacante,10
Henrique Eduardo,1962-01-01,1.63,lateral-direito,4
Willian Igor,1986-09-11,1.58,lateral-esquerdo,4
Willian Rafael,1950-01-15,1.86,zagueiro,8
Carlos Henrique,1982-09-22,1.55,volante,19
Paulo Bruno,1957-04-06,1.51,zagueiro,12
Felipe Gustavo,1989-07-17,2.03,atacante,7
João Henrique,1953-02-19,1.64,atacante,19
Igor João,2012-12-18,1.69,zagueiro,8
Thiago Thiago,1959-05-03,2.1,lateral-esquerdo,13
Samuel Diego,2016-01-05,1.79,atacante,14
Eduardo Victor,1965-10-11,1.81,goleiro,5
Igor Igor,2013-12-25,2.08,lateral-direito,20
João Nathan,1994-06-11,1.93,zagueiro,19
Rafael Bruno,2009-01-11,1.59,lateral-direito,8
Felipe Otávio,1970-05-12,2.02,lateral-esquerdo,16
Bruno André,2017-09-02,1.93,volante,3
Victor Nathan,1955-06-16,1.53,volante,13
Thiago Victor,1959-10-02,1.53,goleiro,14
João Carlos,1997-12-01,1.95,atacante,7
Marcelo Samuel,1980-06-23,1.98,lateral-direito,12
Igor Nathan,2000-09-17,1.59,goleiro,10
Igor Igor,1976-03-26,1.78,zagueiro,18
André Henrique,1994-06-01,2.1,meio-campista,5
Felipe Bruno,1967-05-24,1.9,volante,11
Marcelo Otávio,1997-12-13,1.95,zagueiro,10
Paulo Henrique,1991-02-12,1.71,goleiro,9
Diego Felipe,1956-12-12,1.98,meio-campista,8
André Nathan,1954-08-11,1.99,zagueiro,6
Samuel Eduardo,1997-09-01,2.01,lateral-direito,10
Samuel Felipe,1963-06-20,1.74,lateral-direito,13
Thiago Lucas,1961-01-08,1.86,atacante,1
Otávio Igor,1960-04-21,1.9,lateral-direito,15
Igor Eduardo,1986-09-16,1.6,lateral-direito,9
Marcelo Carlos,2013-01-26,1.98,meio-campista,13
Lucas Rafael,1991-06-28,1.78,lateral-esquerdo,17
Bruno Samuel,1975-07-03,1.95,lateral-esquerdo,19
Samuel Lucas,1961-09-17,1.92,zagueiro,4
Thiago Samuel,1978-11-23,1.77,atacante,13
Henrique Samuel,2000-01-13,1.91,lateral-esquerdo,17
Felipe Lucas,2005-08-02,2.09,lateral-direito,2
Felipe Lucas,1968-12-03,1.51,lateral-direito,1
Diego Diego,1977-03-17,1.75,atacante,3
Felipe Felipe,2003-03-01,1.72,lateral-direito,6
Henrique Paulo,1990-07-20,1.78,lateral-direito,13
Nathan Willian,1995-06-18,1.67,lateral-esquerdo,6
Rafael Gustavo,1991-03-13,1.51,goleiro,10
Paulo Otávio,1958-06-21,1.85,zagueiro,20
Otávio Paulo,1989-07-10,1.75,lateral-esquerdo,17
Henrique Diego,1967-03-03,2.0,lateral-esquerdo,11
Gustavo Otávio,1995-08-20,1.98,lateral-direito,13
Victor Bruno,2003-02-07,1.64,volante,20
Gustavo Felipe,1952-09-02,1.73,lateral-esquerdo,20
Victor Willian,1991-09-07,1.5,atacante,16
Diego Carlos,1951-04-13,1.8,atacante,8
Igor Henrique,1998-12-09,1.7,volante,3
Diego André,1971-04-04,1.77,lateral-direito,7
Marcelo João,1975-08-18,1.54,lateral-esquerdo,10
Diego Carlos,1986-03-09,1.91,meio-campista,15
Henrique Victor,1983-03-11,1.87,goleiro,12
Lucas Samuel,1954-12-26,1.83,goleiro,14
Paulo Bruno,2017-04-02,1.68,lateral-direito,17
Igor João,2017-02-04,1.94,zagueiro,12
Lucas Paulo,1962-06-11,2.05,lateral-direito,9
Victor Diego,1971-09-24,1.59,lateral-direito,13
Otávio Eduardo,1976-06-12,1.9,lateral-esquerdo,2
Thiago Willian,1989-02-03,1.76,zagueiro,9
Lucas Diego,1967-12-17,1.87,zagueiro,18
Otávio Rafael,1990-10-11,1.84,atacante,7
Gustavo Eduardo,2008-09-18,1.94,zagueiro,14
Eduardo Otávio,2019-11-02,1.59,goleiro,18
Carlos Igor,1996-04-20,1.6,lateral-direito,17
André Diego,1976-10-11,2.02,volante,10
Rafael Gustavo,2004-01-22,1.6,zagueiro,12
Nathan Felipe,2005-08-05,1.87,volante,8
Otávio Thiago,1950-06-11,2.06,volante,14
Victor Willian,2000-11-22,2.06,goleiro,2
Rafael Carlos,1990-12-03,1.81,lateral-direito,1
Diego Otávio,1974-09-14,1.89,volante,11
Samuel Eduardo,1957-07-07,1.94,atacante,5
Eduardo Diego,2005-04-08,2.04,meio-campista,1
Marcelo Samuel,1987-01-04,1.85,lateral-direito,4
Nathan Bruno,1966-11-14,1.55,lateral-direito,3
Victor Igor,1962-03-10,1.75,meio-campista,8
Rafael Lucas,1970-04-24,1.97,lateral-direito,18
Henrique Gustavo,1997-08-18,2.09,volante,9
João João,1990-05-15,1.8,atacante,11
Bruno Eduardo,1976-05-03,2.05,atacante,19
Igor Henrique,2003-01-20,1.79,goleiro,6
Diego Gustavo,2014-11-05,1.64,atacante,6
Gustavo Paulo,1974-12-26,1.82,volante,11
Igor André,1960-08-04,1.99,goleiro,4
Carlos João,1968-09-05,1.66,meio-campista,6
Rafael Willian,1961-10-22,1.73,atacante,2
Diego Thiago,1980-02-28,1.8,zagueiro,7
Carlos Rafael,1980-02-05,1.83,lateral-esquerdo,10
Eduardo Carlos,1979-10-13,1.59,lateral-esquerdo,11
Willian Otávio,1979-10-23,1.74,volante,20
Nathan Otávio,1973-06-01,1.58,goleiro,17
Paulo Thiago,1993-12-03,1.75,goleiro,17
Igor Lucas,1958-11-22,1.92,lateral-direito,19
Nathan Otávio,1973-04-05,2.03,goleiro,12
André Victor,1970-08-26,1.92,atacante,5
Marcelo Igor,2000-02-05,1.65,atacante,18
Diego Victor,2009-02-24,2.03,goleiro,18
Otávio Carlos,1967-12-04,1.63,zagueiro,11
Nathan João,2003-09-06,1.56,meio-campista,15
Willian Otávio,2020-11-13,2.02,zagueiro,20
Nathan Rafael,1958-09-14,2.05,volante,9
Nathan Marcelo,2009-04-08,1.61,volante,7
André Samuel,2002-12-04,1.52,goleiro,9
Nathan Samuel,1974-03-09,1.84,meio-campista,20
Felipe Paulo,1969-10-06,2.1,lateral-esquerdo,1
Eduardo João,1971-04-09,1.77,zagueiro,6
Gustavo Bruno,1986-09-05,1.61,zagueiro,15
João Paulo,2018-05-25,1.51,meio-campista,17
Henrique Bruno,1996-08-14,1.95,atacante,16
Diego Willian,2005-07-05,2.09,atacante,2
Lucas Carlos,1957-04-04,2.08,goleiro,11
Eduardo Gustavo,1958-12-21,1.86,goleiro,14
Nathan Diego,1975-11-09,1.88,zagueiro,7
Carlos Samuel,1960-10-28,1.77,zagueiro,2
Nathan Bruno,2010-06-10,1.99,zagueiro,18
André Bruno,1982-01-21,1.6,goleiro,7
Diego Rafael,1967-08-09,1.8,volante,9
Paulo Eduardo,2006-04-14,1.78,zagueiro,3
Henrique Marcelo,1985-01-16,1.99,zagueiro,13
Lucas Gustavo,1965-01-19,1.85,lateral-esquerdo,17
Paulo Eduardo,2019-07-23,1.67,meio-campista,16
Marcelo Victor,1953-12-23,1.89,meio-campista,15
Willian Nathan,1987-10-05,1.74,zagueiro,16
Rafael André,1999-02-13,1.96,lateral-direito,9
Thiago Carlos,1986-03-08,1.73,volante,10
Willian Paulo,2013-03-01,2.05,lateral-direito,20
Henrique Carlos,1962-03-24,1.61,meio-campista,12
Victor André,1960-07-02,1.54,lateral-esquerdo,20
Samuel Felipe,1984-10-25,1.73,meio-campista,5
Samuel Henrique,1973-08-13,1.92,zagueiro,12
André Paulo,1961-03-09,1.72,volante,4
João Otávio,1970-03-09,1.87,atacante,14
Igor Bruno,1955-05-28,2.09,atacante,5
Lucas Samuel,2006-03-06,2.06,lateral-direito,1
André Gustavo,1989-09-23,2.06,goleiro,9
Otávio Diego,2016-07-17,1.76,volante,3
Gustavo Thiago,1974-02-03,1.85,lateral-direito,7
Diego Paulo,1982-09-02,1.97,atacante,8
Gustavo Willian,1965-07-18,1.57,lateral-direito,9
Henrique Felipe,1986-10-13,1.58,goleiro,19
Paulo Gustavo,1977-07-27,1.92,lateral-esquerdo,15
Marcelo André,2001-04-06,1.78,meio-campista,6
Carlos Rafael,1969-11-05,1.77,atacante,6
Bruno Lucas,2001-09-15,1.95,lateral-esquerdo,1
Gustavo Nathan,2015-04-07,1.62,lateral-esquerdo,10
Rafael Igor,1954-03-24,1.56,atacante,5
Otávio Igor,1950-11-18,2.06,meio-campista,10
João Victor,1952-02-13,1.94,zagueiro,11
Igor André,1968-12-12,1.81,zagueiro,12
Felipe Eduardo,2005-11-02,1.85,goleiro,5
Felipe Felipe,2007-05-24,1.75,goleiro,6
Otávio Carlos,1983-12-28,1.66,volante,14
André Eduardo,2010-09-17,1.97,atacante,6
Felipe Bruno,2006-08-22,2.09,meio-campista,17
Carlos Diego,1969-07-10,1.69,lateral-direito,2
Gustavo Victor,1983-07-24,1.89,zagueiro,10
Lucas Eduardo,1992-01-19,1.76,lateral-direito,6
Igor Lucas,1955-08-28,1.87,meio-campista,16
Carlos Thiago,2020-09-12,1.72,lateral-direito,12
Gustavo Henrique,2018-01-09,2.02,volante,4
Nathan Samuel,1966-01-02,1.95,atacante,2
Nathan Marcelo,2014-09-01,1.96,meio-campista,2
Gustavo Felipe,1997-04-03,1.76,meio-campista,7
Rafael Carlos,1985-08-10,1.63,atacante,10
Igor Paulo,1970-08-02,1.9,meio-campista,17
Otávio Samuel,1956-07-15,1.93,atacante,2
Marcelo Samuel,2018-08-18,1.81,meio-campista,1
Bruno Eduardo,1950-06-23,1.56,goleiro,5
André Diego,1986-05-01,1.63,meio-campista,14
Marcelo Nathan,2005-10-02,1.58,lateral-direito,5
Willian Marcelo,1986-07-19,1.82,goleiro,20
Marcelo Igor,1981-09-19,1.94,lateral-esquerdo,16
Samuel Henrique,2010-04-25,1.95,lateral-direito,7
Rafael Igor,1953-12-16,1.93,lateral-esquerdo,7
André André,1954-12-28,1.64,goleiro,20
Felipe Samuel,1989-06-02,1.59,atacante,20
Willian Diego,2005-02-17,1.5,volante,13
Lucas André,1992-10-14,1.72,volante,18
Felipe Lucas,1989-11-12,1.96,lateral-direito,11
Lucas Igor,2008-11-01,1.73,zagueiro,17
Felipe Felipe,1976-06-08,2.05,lateral-direito,20
Paulo Diego,1950-02-08,1.69,volante,17
Marcelo Marcelo,1997-01-23,1.67,lateral-esquerdo,12
Marcelo Rafael,1968-04-23,1.53,lateral-esquerdo,6
Paulo Marcelo,1968-08-24,1.77,atacante,7
Victor Diego,1985-10-24,1.7,lateral-direito,15
Eduardo Marcelo,1954-12-27,1.88,volante,15
Diego Marcelo,2012-11-20,1.72,lateral-esquerdo,14
Eduardo Marcelo,1961-06-08,1.71,meio-campista,20
Rafael Thiago,1969-09-14,1.71,volante,7
Gustavo Samuel,2014-09-07,1.61,lateral-esquerdo,20
André Rafael,1960-08-23,1.6,lateral-esquerdo,15
Carlos Victor,1959-06-23,1.89,zagueiro,13
Felipe Henrique,1975-06-11,1.58,lateral-direito,6
Bruno Marcelo,1998-03-27,1.53,volante,7
Victor Igor,1987-04-05,1.8,lateral-esquerdo,12
Igor Willian,1978-02-14,2.01,zagueiro,12
João Thiago,1953-05-24,1.89,zagueiro,17
Otávio Willian,2014-11-15,1.69,lateral-esquerdo,4
Nathan Gustavo,2016-01-08,1.67,zagueiro,3
Willian Gustavo,1965-03-16,1.52,lateral-direito,19
Gustavo Bruno,1971-11-22,2.04,lateral-esquerdo,15
Nathan Bruno,1956-07-08,1.57,lateral-esquerdo,13
Rafael Bruno,1981-05-03,1.77,meio-campista,2
André Eduardo,1962-07-20,1.65,goleiro,6
Henrique Felipe,1983-09-18,1.7,meio-campista,11
Samuel Felipe,2011-09-13,1.86,meio-campista,7
Lucas Diego,1963-03-15,1.95,zagueiro,10
Victor Felipe,1996-02-23,1.5,lateral-esquerdo,2
Otávio Willian,2020-06-28,1.73,lateral-direito,18
Eduardo Eduardo,1959-07-04,1.53,atacante,4
Bruno Lucas,1974-07-28,1.66,zagueiro,1
Nathan Bruno,2011-05-17,1.76,zagueiro,9
Rafael Diego,1960-03-09,1.98,meio-campista,11
Victor Henrique,2001-03-09,1.96,lateral-esquerdo,17
André André,1957-03-04,1.68,meio-campista,20
Paulo Eduardo,1959-11-27,1.83,lateral-esquerdo,16
Eduardo Rafael,2011-04-14,1.67,lateral-esquerdo,7
Felipe Otávio,1964-06-22,1.55,goleiro,1
Henrique Victor,1962-06-15,1.76,volante,11
Rafael Diego,1975-02-06,1.79,lateral-direito,9
Henrique Rafael,1976-08-17,1.74,zagueiro,11
Igor Rafael,1970-02-07,1.66,lateral-direito,5
Rafael Rafael,1980-11-24,1.59,lateral-esquerdo,19
Carlos Gustavo,2015-04-24,2.06,zagueiro,14
Felipe Felipe,1999-11-28,1.85,goleiro,5
André André,2011-05-23,2.1,lateral-direito,17
Diego Victor,2008-10-10,1.68,zagueiro,19
Diego Gustavo,1978-12-10,1.62,atacante,13
Nathan Nathan,1960-11-10,1.52,lateral-direito,19
André Victor,1960-09-24,1.97,volante,9
Igor Henrique,2016-09-18,1.78,lateral-direito,7
Thiago André,1978-03-21,1.68,lateral-direito,8
Bruno Eduardo,2018-11-09,1.56,zagueiro,19
João Eduardo,1981-03-11,1.78,lateral-direito,5
Paulo Rafael,1979-12-22,1.6,zagueiro,6
Rafael Bruno,1952-03-28,1.52,zagueiro,5
Henrique Marcelo,1956-04-14,1.94,atacante,12
Bruno André,1963-08-03,1.9,atacante,11
João Carlos,2010-12-25,1.68,lateral-esquerdo,5
Lucas Samuel,1996-02-19,1.88,meio-campista,15
Igor João,2010-03-06,1.54,atacante,16
Felipe Henrique,1988-04-03,1.8,lateral-direito,7
Samuel Samuel,1954-09-11,1.87,goleiro,2
Henrique Carlos,1984-06-26,1.96,atacante,13
Paulo Thiago,1950-09-04,1.71,lateral-esquerdo,7
Rafael Samuel,1956-07-17,2.02,meio-campista,1
André Thiago,1989-06-11,1.5,lateral-direito,20
Marcelo Samuel,1991-02-12,1.99,atacante,8
André Henrique,2001-06-17,2.08,lateral-esquerdo,6
Felipe Lucas,1960-05-11,2.07,meio-campista,6
Lucas Willian,1974-08-02,1.54,lateral-direito,12
Gustavo Thiago,2018-11-10,1.91,lateral-esquerdo,2
Felipe Bruno,1957-08-08,1.67,zagueiro,14
Igor Willian,2012-07-03,2.02,lateral-direito,10
Felipe Otávio,1986-07-07,1.78,lateral-direito,15
Samuel Marcelo,1998-10-28,1.54,meio-campista,16
Gustavo Carlos,2015-04-14,2.09,atacante,11
Felipe Igor,1952-07-20,1.91,zagueiro,3
Victor Diego,1985-03-20,1.61,lateral-esquerdo,1
Marcelo Willian,1993-03-01,1.96,meio-campista,14
Lucas Paulo,1993-12-08,1.89,volante,2
Thiago Samuel,1961-04-28,1.77,goleiro,16
André Eduardo,1958-03-17,1.9,lateral-direito,16
Diego Diego,1963-10-22,1.97,goleiro,17
Igor Otávio,1974-04-20,1.9,volante,11
Carlos Nathan,2014-10-23,1.73,atacante,12
André João,1963-07-13,1.85,volante,15
